,Year,Date,District,Address,Building,Cause
856,2016,01-30,Tai Po,,Tai Po Centre,30 year old woman hanged herself due to work issues
857,2016,01-28,Yau Tong,Ko Cheung Court,Ko Hong House,Wife of fireman in financial trouble and suspected husband of infidelity committed suicide
858,2016,01-22,Sha Tin,Hin Keng Estate,Hin Yiu House,Two drug addicts died of charcoal burning
859,2016,01-18,Yuen Long,,Shui Chiu San Tsuen,Filipino maid hanged herself due to struggle with illness and family issues
860,2016,01-18,Stanley,,Pacific View,Singaporean boy fell from building after argument with family
861,2016,01-16,Sha Tin,Chun Shek Estate,Shek Yuk House,80 year old man committed suicide due to struggle with skin disorder
862,2016,01-13,Kowloon City,,The Elite House,Helper lost balance and fell from building
863,2016,01-12,Cheung Chau,,Lung Tsai Tsuen,70 year old woman fell off ladder and died of head injuries
864,2016,01-12,Sham Shui Po,,Standard Building,Woman hanged herself due to marital issues
865,2016,01-12,Lam Tin,Kwong Tin Estate,Kwong Ngar House,Woman jumped off building and died instantly
866,2016,01-08,Kwai Chung,On Yam Estate,Yiu Yam House,Tattooed man became heavily in debt after being scammed jumped off building
867,2016,01-07,Sham Shui Po,,237 Hai Tan Street,Woman suspected husband of infidelity jumped off building
868,2016,01-05,Kowloon City,,Earl Garden,Filipino maid in debt and committed suicide in empty apartment unit
869,2016,01-05,Mong Kok,,Central Park,Middle-aged man jumped off building due to illness
870,2016,01-04,Tsuen Wan,Fuk Loi Estate,Wing Cheung House,15 year old student hanged himself with school tie
871,2016,01-01,Cheung Sha Wan,Un Chau Estate,Un Shing House,Woman committed suicide due to death of spouse and financial trouble
872,2016,01-01,Tuen Mun,,8 Tsing Yung Street,81 year old woman jumped off building due to health issues
873,2015,12-31,San Po Kong,,San Po Kong Mansion,Unemployed youth in debt and took his own life by cutting his throat
874,2015,12-28,Yuen Long,,Fuk Hing Tsuen,High school student electrocuted himself due to academic pressure
875,2015,12-27,Tin Shui Wai,Tin Shui Estate,Shui Fung House,Old woman lost balance when hanging laundry and fell from apartment
876,2015,12-24,Quarry Bay,,Taikoo Shing,Former news anchor committed suicide by jumping off building
877,2015,12-21,Tsim Sha Tsui,,Shun Fai Building,Female tourist from Taiwan committed suicide due to relationship issues
878,2015,12-17,Sha Tin,Fung Wo Estate,Wo On House,23 year old man committed suicide due to long-term suffering from severe eczema
879,2015,12-15,Quarry Bay,,,Female clerk committed charcoal-burning suicide due to work stress
880,2015,12-15,Kennedy Town,,Wing Lee Building,22 year old committed suicide at old residence in Kennedy Town
881,2015,11-19,Aberdeen,Ka Lung Court,Ka Kit House,18 year old English major student committed suicide due to academic pressure
882,2015,07-27,Tseung Kwan O,Choi Ming Court,Choi Fu House,A woman jumped off the building due to emotional illness.
883,2015,07-27,Tsz Wan Shan,Tsz Ching Estate,Ching Hong House,A baby was found dead at home.
884,2015,07-27,Tai Po,Kwong Fuk Estate,Kwong Lai House,A young man fell off the building due to career problem.
885,2015,07-27,Tin Shui Wai,Tin Yiu Estate,Yik Man House,Two elderly men were found dead at home.
886,2015,07-26,Tsing Yi,Cheung Hong Estate,Hong Shing House,A middle-aged man committed suicide due to illness.
887,2015,07-22,Kwun Tong,Sau Mau Ping Estate,Sau Ching House,A middle-aged man jumped off the building due to frustration.
888,2015,07-20,To Kwa Wan,Lok Man Sun Chuen,Lok Lun Lau,A woman jumped off the building due to emotional illness.
889,2015,07-19,Ma On Shan,,Chevalier Garden Block 4,A young married woman jumped off the building due to emotional illness.
890,2015,07-14,Yuen Long,Long Ping Estate,Shek Ping House,A woman fell off the building.
891,2015,07-14,Lam Tin,Kai Tin Estate,Kai Wong House,A man fell off the building.
892,2015,07-11,Wong Tai Sin,Tung Tau Estate,Yan Tung House,A man jumped off the building due to emotional illness.
893,2015,07-08,Yau Ma Tei,Man Wai Street No. 2-8,Man Wai House,A woman jumped off the building due to emotional illness.
894,2015,07-08,Mong Kok,Lai Chi Kok Road 159,Wing Tat House,A couple committed suicide at home.
895,2015,07-06,Fanling,,Wing Fok Centre 3,A female jumped off the building due to emotional illness.
896,2015,07-06,Yau Ma Tei,Portland Street 100,,A woman in her fifties fell off the building due to illness.
897,2015,07-06,Sheung Shui,Luen Chit Street 1,,A woman jumped off the building due to emotional illness.
898,2015,07-03,Tuen Mun,Siu Shan Court,Wah King House,A young man jumped off the building due to relationship problem.
899,2015,07-02,Kwun Tong,Tsui Ping South Estate,Tsui Chung House,A middle-aged woman jumped off the building due to illness.
900,2015,07-01,Kwun Tong,Wo Lok Estate,Sun On House,A young man jumped off the building due to illness.
901,2015,07-01,Kwai Chung,Shek Lei 2 Estate,Shek Kai House,A young man jumped off the building after a quarrel with his mother.
902,2015,06-30,Kwai Chung,Kwai Shing East Estate,Shing Hing House,A man hanged himself at home.
903,2015,06-30,Tuen Mun,,The Sherwood,A woman in her thirties committed suicide due to depression.
904,2015,06-29,Cheung Sha Wan,,Po Sang Bank Building,A man jumped off the building due to drug addiction.
905,2015,06-28,Tsz Wan Shan,Tsz Lok House,Lok Yan House,An old man jumped off the building due to illness.
906,2015,06-28,Shatin,Hong Lam Court,Shan Lam House,A post-90 man jumped off the building due to relationship problem.
907,2015,06-16,Tin Shui Wai,Tin Heng Estate,Heng Fai House,A 8-month-old baby was found dead at home.
908,2015,06-13,Sham Shui Po,,Hing Yip Apartment,A 3 year old girl fell off the building.
909,2015,06-13,Wong Tai Sin,Fung Tak Estate,Pik Fung House,A middle-aged man jumped off the building due to career problem.
910,2015,06-13,Tin Shui Wai,Tin Heng Estate,Heng Moon House,A health inspector committed suicide at home.
911,2015,06-12,Wong Tai Sin,Tung Tau Estate,Yiu Tung House,A woman in her fifties jumped off the building.
912,2015,06-12,Shatin,Sun Tsui Estate,Sun Chun House,An old woman jumped off the building due to illness.
913,2015,06-09,Tsuen Wan,,Tsuen King Garden Block 6,An old woman jumped off the building due to illness.
914,2015,06-08,Sau Mau Ping,Shun On Estate,On Kwan House,An old man jumped off the building due to illness.
915,2015,06-07,Tai Po,Tai Yuen Estate,Tai Yan House,A 21 year old man jumped off the building.
916,2015,06-04,Shau Kei Wan,Oi Tung Estate,Oi Ping Hoise,An old man jumped off the building due to illness.
917,2015,06-03,Kwun Tong,Shun Tin Estate,Tin kei House,A man jumped off the building due to emotional illness.
918,2015,06-03,Tai Po,Wan Tau Tong Estate,Wan Loi House,A woman jumped off the building due to illness.
919,2015,05-29,Lai Chi Kok,Wah Lai Estate,Hei Lai House,A woman jumped off the building due to debt problem.
920,2015,05-28,Tuen Mun,Kin Sang Estate,Hong Sang House,An old man jumped off the building due to illness.
921,2015,05-28,Hung Hom,Ka Wai Chuen,Ka Lai House,A 24 year old man committed suicide at home.
922,2015,05-25,Ho Man Tin,Ho Man Tin Estate,Sik Man House,A man jumped off the building due to emotional illness.
923,2015,05-24,Tuen Mun,Yau Oi Estate,Oi Lin Hoise,A man jumped off the building due to illness.
924,2015,05-19,Shatin,Mei Lam Estate,Mei Tao House,A single mother hanged herself at home.
925,2015,05-16,San Po Kong,Tseuk Luk Street 42,,A post-90 man was found dead at home.
926,2015,05-15,Hung Hom,Lok Man Sun Chuen,Lok Kwan House,A man jumped off the building due to family matter.
927,2015,05-11,Yuen Long,Yu Wing Path 11,Ho Wang Building,A man in his 20s jumped off the building.
928,2015,05-11,Kwai Chung,Kwai Chung Estate,Ha Kwai House,A middle-aged mother committed suicide at home.
929,2015,05-11,Shatin,Jat Ming Estate,Ming Yan House,A middle-aged man jumped off the building due to illness.
930,2015,05-04,Kowloon Bay,,Richland Garden Block 20,A middle-aged man hanged himself due to relationship issue.
931,2015,05-03,Chai Wan,Hing Wah (I) Estate,Hing Tsui House,A woman jumped off the building.
932,2015,05-02,Sai Wan,Chiu Kwong Street 7,Tin Hing Building,An old man jumped off the building due to emotional illness.
933,2015,05-02,Lai Chi Kok,Lai Yan Court,Lai Yan Court,A middle-aged man jumped off the building due to emotional illness.
934,2015,04-26,Tseung Kwan O,,Ocean Shores Block 11,A woman jumped off the building due to career problem.
935,2015,04-20,Tai Wai,,Glamour Garden,An old man jumped off the building due to illness.
936,2015,04-14,Wong Tai Sin,"King Kung House, Choi Wan Estate",King Kung House,A man was stabbed to death in an argument.
937,2015,04-14,Wong Tai Sin,"Fu Yuen House, Chuk Yuen South Estate",Fu Yuen House,A young man jumped off the building.
938,2015,04-14,Tin Shui Wai,"Yiu Shing House, Tin Yiu Estate",Yiu Shing House,A man jumped off the building due to debt problem.
939,2015,04-11,Tuen Mun,"Oi Lim House, Yau Oi Estate",Oi Lim House,A woman jumped off the building due to illness.
940,2015,04-11,Repulse Bay,No.3 Repulse Bay Road,3 Repulse Bay Road,A mixed girl jumped off the building.
941,2015,04-08,Yau Tong,"Tsui Lai House, Yau Lai Estate",Tsui Lai House,A Vietnamese girl jumped off the building.
942,2015,04-08,Sau Mau Ping,"Man Wah House, Lok Wah South Estate",Man Wah House,A woman jumped off the building due to illness.
943,2015,04-07,Cheung Sha Wan,No. 171 Pratas Street,171 Pratas Street,A female tenant fell off the building.
944,2015,04-06,Shatin,"Sun Chun House, Sun Chui Estate",Sun Chun House,A young man jumped off the building due to emotional illness.
945,2015,04-05,Sau Mau Ping,"Lee Cheung House, Shun Lee Estate",Lee Cheung House,An old woman hanged herself at home.
946,2015,04-05,Tsing Yi,"Hong Fu House, Cheung Hong Estate",Hong Fu House,A woman was found dead at home.
947,2015,04-04,Sau Mau Ping,"Tat Yi House, Po Tat Estate",Tat Yi House,A middle-aged woman jumped off the building.
948,2015,04-04,Lam Tin,"Kai Wong House, Kai Tin Estate",Kai Wong House,A man hanged himself at home.
949,2015,04-01,Sham Shui Po,"Lai Fu House, Lai Kok Estate",Lai Fu House,A woman was found dead at home.
950,2015,03-27,Lam Tin,"Kai Yan House, Kai Tin Estate",Kai Yan House,A man was found dead at home.
951,2015,03-26,Mong Kok,Dong Hoi Mansion,Dong Hoi Mansion,A mother and her son were found dead in a fire.
952,2015,03-25,Tsing Yi,"Wang Sin House, Cheung Wang Estate",Wang Sin House,A man committed suicide at home.
953,2015,03-24,Sau Mau Ping,"Tat On House, Po Tat Estate",Tat On House,An old man jumped off the building due to illness.
954,2015,03-23,Happy Valley,No.20 Shan Kwong Road,20 Shan Kwong Road,An expatriate jumped off the building.
955,2015,03-23,North Point,No. 294 King's Road,,An old man jumped off the building.
956,2015,03-23,Wan Chai,60 Johnston Road,Jsenses,A man fell off the building
957,2015,03-20,Wong Tai Sin,"Wang Yuk House, Lok Fu Estate",Wang Yuk House,A man was found dead at home.
958,2015,03-19,Aberdeen,"Tin Lai House, Tin Wan Estate",Tin Lai House,A man jumped off the building.
959,2015,03-16,Kwai Chung,"Shek Wah House, Shek Lei Estate",Shek Wah House,An old man jumped off the building.
960,2015,03-14,Happy Valley,"Block 3, The Leighton Hill","Block 3, The Leighton Hill",A man jumped off the building.
961,2015,03-13,Kwai Chung,"Sheung Lai House, Wah Lai Estate",Sheung Lai House,A man jumped off the building due to work pressure.
962,2015,03-12,kowloon Bay,"Block F, Telford Gardens","Block F, Telford Gardens",A woman committed suicide due to financial problem.
963,2015,03-10,Sai Wan,Jadeview Court,Jadeview Court,A woman jumped off the building due to emotional illness.
964,2015,03-10,Wong Tai Sin,"Chun Tung House, Tung Tau Estate",Chun Tung House,A woman jumped off the building.
965,2015,03-06,Siu Sai Wan,Harmony Garden,Harmony Garden,A policeman fell to his death due to illness.
966,2015,03-06,Kwai Chung,"Shek Hing House, Shek Lei Estate",Shek Hing House,A girl committed suicide at home.
967,2015,03-04,Siu Sai Wan,"Sui Fu House, Siu Sai Wan Estate",Sui Fu House,An entrepreneur jumped off the building.
968,2015,03-03,Shau Kei Wan,"Oi Yat House, Oi Tung Estate",Oi Yat House,A woman fell to her death due to illness.
969,2015,03-02,Ap Lei Chau,Sun Ming Building,Sun Ming Building,A man jumped to his death due to frustration.
970,2015,03-02,Ma On Shan,"Block 13, Chevalier Garden","Block 13, Chevalier Garden",A man jumped off the building due to frustration.
971,2015,03-01,Wong Tai Sin,"King San House, Choi Wan Estate",King San House,A girl committed suicide due to relationship problem.
972,2015,02-27,Shatin,"Fung Lam Court, Lucky Plaza",Fung Lam Court,A man jumped to his death due to emotional illness.
973,2015,02-26,Ma On Shan,"Yiu Yan House, Yiu On Estate",Yiu Yan House,A man fell off the building during renovation.
974,2015,02-26,Ngau Tau Kok,"Choi Yee House, Choi Tak Estate",Choi Yee House,A grandfather jumped off the building with his grandson.
975,2015,02-25,Chai Wan,"Hing Chui House, Hing Wah Estate",Hing Chui House,A man jumped off the building due to relationship problem.
976,2015,02-23,To Kwa Wan,Wong Teck Building,Wong Teck Building,A young man jumped to his death due to academic problem.
977,2015,02-23,Aberdeen,"Wah Tai House, Wah Fu Estate",Wah Tai House,A young man was found dead due to illness.
978,2015,02-21,Kwai Chung,"Pik Kwai House, Kwai Chung Estate",Pik Kwai House,A lifeguard jumped off the building due to relationship problem.
979,2015,02-15,Siu Sai Wan,"Sui Shing House, Siu Sai Wan Estate",Sui Shing House,A man jumped to his death due to relationship problem.
980,2015,02-12,North Point,"Tsuen Wing House, Lai Tak Estate",Tsuen Wing House,A man jumped off the building due to stress.
981,2015,02-07,Kowloon Bay,"Tak Yiu House, Tak Long Estate",Tak Yiu House,A woman committed suicide.
982,2015,02-03,Shatin,"Ming Yiu Lau, Jat Min Chuen",Ming Yiu Lau,A woman jumped off the building.
983,2015,02-02,Tseung Kwan O,"Po Chi House, Po Lam Estate",Po Chi House,A man jumped off the building due to debt problem.
984,2015,02-02,Tsim Sha Tsui,2A Kimberley Road,2A Kimberley Road,A Korean woman jumped off the building due to relationship problem.
985,2015,01-29,Shek Kip Mei,"Tung Hoi House, Tai Hang Tung Estate",Tung Hoi House,A woman jumped off the building due to stress.
